Iteration	Fold	Weighted accuracy	Unweighted accuracy
0	0	0.8544152744630071	0.8526315789473684
0	1	0.7534693877551021	0.8677248677248677
0	2	0.8687727825030377	0.8526315789473684
0	3	0.8792270531400966	0.8770053475935828
0	4	0.8053763440860215	0.8571428571428571
0	5	0.8002136752136753	0.7967914438502673
0	6	0.8129722921914357	0.8594594594594595
0	7	0.8455730954015099	0.8457446808510638
0	8	0.8587819947043248	0.8186813186813187
0	9	0.8285181733457595	0.8773006134969326
1	0	0.8133198789101918	0.8631578947368421
1	1	0.5503062117235346	0.8415300546448088
1	2	0.6816479400749064	0.8412698412698413
1	3	0.8536009445100354	0.8783068783068783
1	4	0.9698097601323408	0.8279569892473119
1	5	0.9121338912133892	0.8674033149171271
1	6	0.895959595959596	0.8776595744680851
1	7	0.7992307692307692	0.8457446808510638
1	8	0.9417535254445125	0.88268156424581
1	9	0.7948571428571428	0.7941176470588235
2	0	0.8764940239043825	0.8804347826086957
2	1	0.8597464342313788	0.9021739130434783
2	2	0.8072502210433244	0.8670212765957447
2	3	0.8960205391527599	0.8722222222222222
2	4	0.7321772639691715	0.8148148148148148
2	5	0.7382230172927847	0.824468085106383
2	6	0.7709844559585493	0.8031914893617021
2	7	0.8609904430929627	0.8609625668449198
2	8	0.892136681762042	0.851063829787234
2	9	0.8828193832599119	0.8682634730538922
3	0	0.6524633821571239	0.7967914438502673
3	1	0.74079874706343	0.8518518518518519
3	2	0.7918340026773761	0.8473684210526315
3	3	0.8994668697638994	0.8157894736842105
3	4	0.9171597633136095	0.8626373626373627
3	5	0.8351012536162006	0.824468085106383
3	6	0.9222520107238605	0.8972972972972973
3	7	0.8753229974160207	0.8877005347593583
3	8	0.9507972665148063	0.8693181818181818
3	9	0.675764192139738	0.9230769230769231
4	0	0.7429305912596401	0.8421052631578947
4	1	0.8418657565415245	0.8578947368421053
4	2	0.9309727471653073	0.8148148148148148
4	3	0.8830823737821081	0.8716577540106952
4	4	0.8858603066439523	0.8571428571428571
4	5	0.8701570680628272	0.8829787234042553
4	6	0.8640533778148457	0.8370786516853933
4	7	0.8410094637223975	0.8670212765957447
4	8	0.5659630606860159	0.8666666666666667
4	9	0.855072463768116	0.8780487804878049

tokseq	label	cv_label	cv_count	corpus_count	cv_predicted[0]	cv_predicted[1]
('-CD146', '+', '-')	molecular signature	None	0	0	0	0
('CD31+CD34-CD73',)	None	None	0	1	0	0
('-CD105-CD146',)	None	None	0	1	0	0
('CD31-CD34-CD73',)	None	None	0	1	0	0
('-CD90+CD105-CD146',)	None	None	0	2	0	0
('CD31-CD34+CD73',)	None	None	0	1	0	0
('CD31-CD34+CD73highCD90+CD105-CD146-',)	None	None	0	1	0	0
('supra-adventitial-adipose',)	anatomical	anatomical	5	2	5	0
('CD10loCD64-CD16hi',)	molecular signature	molecular signature	5	2	5	0
('density',)	None	None	0	4	0	0
('CD10loCD64+CD16lo',)	molecular signature	molecular signature	5	1	5	0
('CD10lo',)	molecular signature	molecular signature	5	1	5	0
('L-stellate',)	None	None	0	1	0	0
('VCNs',)	None	None	0	1	0	0
('EGFP+',)	molecular signature	molecular signature	5	1	5	0
('claudius', "'")	eponym	eponym	5	1	5	0
('Killer-cell',)	None	None	0	1	0	0
('cancer-cell',)	disease	disease	5	1	5	0
('prospermatogonial',)	None	None	0	1	0	0
('asingle',)	None	None	0	1	0	0
('biopsy',)	None	None	0	1	0	0
('Ly6Clow',)	molecular signature	None	0	0	0	0
('Ly6Clow', 'patrol')	molecular signature	molecular signature	5	1	5	0
('myelodysplastic',)	disease	disease	5	1	5	0
('phenotypic',)	None	None	0	1	0	0
('cells-regulatory',)	None	None	0	1	0	0
('T', 'cells-regulatory')	None	None	0	0	0	0
('helper-1',)	None	None	0	1	0	0
('T', 'helper-1')	None	None	0	0	0	0
('memory-tumor',)	disease	disease	5	1	5	0
('GoC',)	None	None	0	1	0	0
('ubc',)	None	None	0	1	0	0
('DCN',)	None	None	0	1	0	0
('S100a10',)	None	None	0	1	0	0
('corticostriatal',)	anatomical	anatomical	5	1	5	0
('neuromesodermal',)	lineage	lineage	5	2	5	0
('apoptically',)	None	None	0	1	0	0
('blebbe',)	None	None	0	1	0	0
('apoptically', 'blebbe')	None	None	0	0	0	0
('SSCs',)	None	None	0	1	0	0
('non-cholinergic',)	None	None	0	1	0	0
('Car4-high',)	molecular signature	molecular signature	5	1	5	0
('Ifi47-high',)	molecular signaling	molecular signature	5	1	0	5
('Th10',)	None	None	0	1	0	0
('initiate',)	developmental	developmental	5	1	5	0
('aged',)	developmental	developmental	5	1	5	0
('young',)	developmental	developmental	5	1	5	0
('axl',)	molecular signature	None	0	0	0	0
('axl', '+')	molecular signature	molecular signature	5	1	5	0
('CD1C', '+')	molecular signature	molecular signature	5	1	5	0
('CLEC9A',)	molecular signature	None	0	0	0	0
('CLEC9A', '+')	molecular signature	molecular signature	5	1	5	0
('CLEC9As',)	molecular signature	molecular signature	5	1	5	0
('KCs',)	None	None	0	2	0	0
('pre-DCs',)	None	None	0	1	0	0
('+', 'cDC1')	molecular signature	None	0	0	0	0
('CLEC9A', '+', 'cDC1')	molecular signature	molecular signature	5	1	5	0
('FCER1', '+')	molecular signature	None	0	0	0	0
('CD1C', '+', 'FCER1')	molecular signature	molecular signature	5	1	5	0
('+', 'FCER1', '+')	molecular signature	None	0	0	0	0
('CTLs',)	None	None	0	1	0	0
('TCTM',)	None	None	0	1	0	0
('central-transitional',)	None	None	0	1	0	0
('T', 'central-transitional')	None	None	0	0	0	0
('acini',)	None	None	0	1	0	0
('Pre-Epib',)	None	None	0	1	0	0
('Post-Epib',)	None	None	0	1	0	0
('elastin-producing',)	None	None	0	1	0	0
('elastin-VICs',)	None	None	0	1	0	0
('unidirectional',)	None	None	0	1	0	0
('cytokeratin+',)	molecular signature	molecular signature	5	2	5	0
('cytokeratin+/candidate',)	molecular signature	molecular signature	5	1	5	0
('marker+',)	molecular signature	molecular signature	5	1	5	0
('example',)	None	None	0	0	0	0
('ref',)	None	None	0	0	0	0
('example', 'ref')	None	None	0	0	0	0
('ref', '.')	None	None	0	0	0	0
('example', 'ref', '.')	None	None	0	2	0	0
('ME',)	None	None	0	1	0	0
('Ki-67', '+')	molecular signature	molecular signature	5	1	5	0
('CD57+NKG2',)	None	None	0	1	0	0
('expression+',)	None	None	0	1	0	0
('truncate',)	None	None	0	1	0	0
('Astro-TE',)	None	None	0	1	0	0
('Astro-cerebellum',)	anatomical	anatomical	5	1	5	0
('CD8alphabeta+',)	molecular signature	molecular signature	5	1	5	0
('CXCL12',)	molecular signature	None	0	0	0	0
('CXCL12', '+')	molecular signature	molecular signature	5	1	5	0
('Mo-Dendritic',)	None	None	0	1	0	0
('CD8+IL17', '+')	molecular signature	molecular signature	5	1	5	0
('ecto-mesenchymal',)	None	None	0	1	0	0
('hertwig',)	eponym	eponym	5	1	5	0
('hertwig', "'s")	eponym	eponym	5	1	5	0
('scap',)	None	None	0	1	0	0
('necrotic',)	state	state	5	1	5	0
('M2a',)	None	None	0	1	0	0
('proinflammatory',)	role	role	5	3	5	0
('interleukin-10',)	molecular signaling	None	0	0	0	0
('interleukin-10', '+')	molecular signature	molecular signature	5	1	5	0
('antiinflammatory',)	role	role	5	1	5	0
('CD56neg',)	molecular signature	molecular signature	5	5	5	0
('colliculus',)	anatomical	None	0	0	0	0
('superior', 'colliculus')	anatomical	anatomical	5	1	5	0
('peri-follicular',)	anatomical	anatomical	5	1	5	0
('androgenic',)	None	None	0	1	0	0
('art',)	None	None	0	1	0	0
('gCAP',)	None	None	0	1	0	0
('NCM',)	None	None	0	1	0	0
('non-classsical',)	None	None	0	1	0	0
('Pl',)	None	None	0	2	0	0
('Pl', '.')	None	None	0	0	0	0
('.', 'DC')	None	None	0	0	0	0
('Pl', '.', 'DC')	None	None	0	0	0	0
('.', 'MP')	None	None	0	0	0	0
('Pl', '.', 'MP')	None	None	0	0	0	0
('SM',)	None	None	0	1	0	0
('CiliaSecretory',)	None	None	0	1	0	0
('HSPA6high',)	molecular signature	molecular signature	5	1	5	0
('KRT8high',)	molecular signature	molecular signature	5	1	5	0
('UBE2Chigh',)	None	None	0	1	0	0
('HTRA1high',)	molecular signature	molecular signature	5	1	5	0
('TCF21high',)	molecular signature	molecular signature	5	1	5	0
('STARhigh',)	molecular signature	molecular signature	5	1	5	0
('VWFhigh',)	molecular signature	molecular signature	5	1	5	0
('TM4SF1high',)	molecular signature	molecular signature	5	1	5	0
('NEUROD1-positive',)	molecular signature	molecular signature	5	1	5	0
('alphaSMA+',)	None	None	0	1	0	0
('spinous',)	None	None	0	1	0	0
('naive/memory-like',)	None	None	0	1	0	0
('CD34-',)	None	None	0	1	0	0
('GD-orbital',)	None	None	0	1	0	0
('Trm',)	None	None	0	2	0	0
('Tm',)	None	None	0	1	0	0
('CD45RA', '+')	molecular signature	molecular signature	5	1	5	0
('nonclassical',)	variant	variant	5	1	5	0
('STMN',)	molecular signaling	None	0	0	0	0
('STMN', '+')	molecular signature	molecular signature	5	1	5	0
('Tumor-cell',)	disease	disease	5	1	5	0
('CD3+CD8',)	molecular signature	None	0	0	0	0
('CD3+CD8', '+')	molecular signature	molecular signature	5	1	5	0
('emra',)	None	None	0	1	0	0
('TM',)	None	None	0	1	0	0
('blood-cell',)	None	None	0	1	0	0
('Ganglia-Derived',)	None	None	0	1	0	0
('CD68-positive',)	molecular signature	molecular signature	5	1	5	0
('0',)	None	None	0	1	0	0
('cluster', '0')	None	None	0	0	0	0
('e.g.',)	None	None	0	2	0	0
('CD14-CD16',)	molecular signature	None	0	0	0	0
('CD14-CD16', '+')	molecular signature	molecular signature	5	1	5	0
('CD14-CD16-',)	molecular signature	molecular signature	5	1	5	0
('CD3-CD56+natural',)	molecular signature	None	0	0	0	0
('CD3-CD56+natural', 'killer')	role	molecular signature	5	1	0	5
('CD16-monocytes',)	molecular signature	molecular signature	5	1	5	0
('proopiomelanocortin',)	molecular signaling	molecular signaling	5	2	5	0
('Pomc-expressing',)	None	None	0	1	0	0
('endogenous',)	None	None	0	1	0	0
('kidney-lineage',)	None	None	0	1	0	0
('neuronal-precursor',)	None	None	0	1	0	0
('Radial-Glia',)	None	None	0	1	0	0
('Neuronal-Precursor',)	None	None	0	1	0	0
('Club-like',)	appearance	appearance	5	1	5	0
('6b',)	variant	variant	5	1	5	0
('be',)	None	None	0	0	0	0
('label',)	None	None	0	0	0	0
('be', 'label')	None	None	0	1	0	0
('ON', 'alpha')	None	None	0	0	0	0
('median',)	None	None	0	1	0	0
('wound',)	None	None	0	1	0	0
('upper', 'wound')	None	None	0	0	0	0
('smoothmuscle',)	None	None	0	1	0	0
('type-I-likeepithelial',)	None	None	0	1	0	0
('neuralstem',)	None	None	0	1	0	0
('Theca-interstitial',)	None	None	0	1	0	0
('tubuleepithelial',)	None	None	0	1	0	0
('whiteblood',)	None	None	0	1	0	0
('Fibroblast-like',)	None	None	0	2	0	0
('M2-type',)	None	None	0	1	0	0
('MSC1',)	None	None	0	1	0	0
('MSC2',)	None	None	0	1	0	0
('diabetic',)	disease	disease	5	1	5	0
('CD4pos',)	molecular signature	molecular signature	5	1	5	0
('co-occurring',)	None	None	0	2	0	0
('resemble',)	None	None	0	2	0	0
('subpopulation', 'resemble')	None	None	0	0	0	0
('CXCR5+CD4',)	molecular signature	None	0	0	0	0
('CXCR5+CD4', '+')	molecular signature	molecular signature	5	1	5	0
('CXCR5neg',)	molecular signature	molecular signature	5	1	5	0
('triple-negative',)	molecular signature	molecular signature	5	1	5	0
('CD9+CD8+T',)	None	None	0	1	0	0
('tolerance',)	None	None	0	1	0	0
('uroepithelial',)	lineage	lineage	5	1	5	0
('phagocytic',)	None	None	0	2	0	0
('elc',)	None	None	0	1	0	0
('true',)	None	None	0	3	0	0
('true', 'epc')	None	None	0	0	0	0
('outgrowth',)	None	None	0	4	0	0
('TR1',)	None	None	0	1	0	0
('+', 'LiveCD45')	molecular signature	molecular signature	5	1	5	0
('LiveCD45', '+')	molecular signature	None	0	0	0	0
('+', 'B220')	molecular signature	None	0	0	0	0
('B220', '+')	molecular signature	molecular signature	5	2	5	0
('+', 'LiveCD45', '+')	molecular signature	molecular signature	5	6	5	0
('LiveCD45', '+', 'B220')	molecular signature	None	0	0	0	0
('+', 'B220', '+')	molecular signature	None	0	0	0	0
('CD3e', '+')	molecular signature	molecular signature	5	1	5	0
('NK1.1',)	role	None	0	0	0	0
('NK1.1', '+')	molecular signature	molecular signature	5	1	5	0
('CD11b', '+')	molecular signature	molecular signature	5	3	5	0
('LiveCD45', '+', 'CD11b')	molecular signature	None	0	0	0	0
('+', 'CD11b', '+')	molecular signature	None	0	0	0	0
('CXC3R1',)	molecular signature	None	0	0	0	0
('CXC3R1', '+')	molecular signature	molecular signature	5	1	5	0
('Ly6',)	molecular signature	None	0	0	0	0
('CD11c',)	molecular signature	molecular signature	5	1	5	0
('Ly6', 'G')	molecular signature	None	0	0	0	0
('+', 'CD11c')	molecular signature	None	0	0	0	0
('Ly6', 'G', '+')	molecular signature	molecular signature	5	1	5	0
('G', '+', 'CD11c')	molecular signature	None	0	0	0	0
('Monocyte-derived',)	None	None	0	1	0	0
('gec',)	None	None	0	1	0	0
('mesangium',)	anatomical	lineage	5	1	0	5
('Ly6c',)	molecular signature	molecular signature	5	4	5	0
('Cd43',)	molecular signature	molecular signature	5	1	5	0
('vasEVT',)	anatomical	appearance	5	1	0	5
('spiralarterytrophoblast',)	None	None	0	1	0	0
('labial',)	anatomical	anatomical	5	1	5	0
('anaplastic',)	None	None	0	1	0	0
('CD49hiEpCAMlow',)	molecular signature	molecular signature	5	1	5	0
('MFBs',)	None	None	0	1	0	0
('CAP1',)	None	None	0	1	0	0
('CAP2',)	None	None	0	1	0	0
('gCAPs',)	None	None	0	2	0	0
('KIT+',)	molecular signature	None	0	0	0	0
('FOXF1', '+')	molecular signature	None	0	0	0	0
('+', 'KIT+')	molecular signature	None	0	0	0	0
('KIT+', 'gCAPs')	molecular signature	None	0	0	0	0
('FOXF1', '+', 'KIT+')	molecular signature	molecular signature	5	1	5	0
('+', 'KIT+', 'gCAPs')	molecular signature	None	0	0	0	0
('antigen-NKG',)	None	None	0	1	0	0
('GZMK+',)	molecular signature	molecular signature	5	1	5	0
('GZMK+', 'exhausted')	molecular signature	molecular signature	5	1	5	0
('interferon-stimulated',)	molecular signaling	None	0	0	0	0
('interferon-stimulated', 'gene')	molecular signaling	None	0	0	0	0
('interferon-stimulated', 'gene', '+')	molecular signaling	molecular signaling	3	1	3	2
('Pro-inflammatory',)	None	None	0	1	0	0
('non-effector',)	None	None	0	0	0	0
('non-effector', 'memory-like')	None	None	0	2	0	0
('myolineage',)	lineage	appearance	5	1	0	5
('mossy',)	None	None	0	1	0	0
('neu',)	None	None	0	1	0	0
('CD4+CD45RO+IL-7R+',)	molecular signature	molecular signature	5	1	5	0
('CD38+IgA+',)	molecular signature	molecular signature	5	1	5	0
('paraventricular',)	anatomical	None	0	0	0	0
('paraventricular', 'thalamic')	anatomical	anatomical	5	3	5	0
('TH-1',)	None	None	0	0	0	0
('TH-1', 'like')	None	None	0	1	0	0
('TH-17',)	None	None	0	1	0	0
('TH-17', 'like')	None	None	0	0	0	0
('LGs',)	None	None	0	1	0	0
('LG',)	None	None	0	1	0	0
('frontal',)	anatomical	anatomical	5	1	5	0
('bullosa',)	appearance	appearance	5	1	5	0
('junctional', 'epidermolysis')	disease	eponym	5	1	0	5
('CMs',)	None	None	0	1	0	0
('ambiguus',)	None	None	0	2	0	0
('cardiopulmonary',)	anatomical	anatomical	5	1	5	0
('non-tumorigenic',)	None	None	0	1	0	0
('tumorigenic',)	disease	disease	5	1	5	0
('TTF-1',)	molecular signature	None	0	0	0	0
('TTF-1', '+')	molecular signature	molecular signature	5	1	5	0
('ligand',)	role	role	5	4	5	0
('experienced',)	None	None	0	1	0	0
('antigen', 'experienced')	None	None	0	0	0	0
('experience',)	None	None	0	1	0	0
('antigen', 'experience')	None	None	0	0	0	0
('expressing', 'program')	None	None	0	0	0	0
('Effector/memory',)	None	None	0	1	0	0
('B7-H3',)	molecular signature	molecular signaling	5	1	0	5
('express', 'B7-H3')	molecular signature	molecular signature	5	2	5	0
('B7-H4',)	molecular signature	molecular signaling	5	1	0	5
('express', 'B7-H4')	molecular signature	molecular signature	5	2	5	0
('express', 'IDO-1')	molecular signature	molecular signature	5	2	5	0
('IDO-1',)	None	None	0	0	0	0
('expressing', 'IDO-1')	None	None	0	1	0	0
('vista',)	None	None	0	1	0	0
('co-stimulator',)	None	None	0	1	0	0
('inducible', 'co-stimulator')	None	None	0	0	0	0
('LAG3',)	None	None	0	1	0	0
('OX-40',)	molecular signature	role	5	1	0	5
('TIM3',)	None	None	0	1	0	0
('MDSC-M',)	None	None	0	1	0	0
('MDSC-Polymorphonuclear',)	None	None	0	1	0	0
('CD11c+T-bet+',)	molecular signature	molecular signature	5	1	5	0
('IgD-CD27-',)	molecular signature	molecular signature	5	1	5	0
('(DN)2',)	None	None	0	1	0	0
('IGHD+IGHM',)	molecular signature	None	0	0	0	0
('IGHD+IGHM', '+')	molecular signature	molecular signature	5	1	5	0
('erythematosus',)	None	None	0	1	0	0
('CD27+CD38', '+')	molecular signature	molecular signature	5	1	5	0
('CD11c-Tbet-',)	molecular signature	molecular signature	5	1	5	0
('CD21-IgD-',)	molecular signature	molecular signature	5	1	5	0
('versus',)	None	None	0	1	0	0
('GFAP+',)	molecular signature	molecular signature	5	1	5	0
('gCap',)	None	None	0	1	0	0
('alv',)	None	None	0	1	0	0
('Lyz1-',)	None	None	0	1	0	0
('neut',)	None	None	0	1	0	0
('2-Lyz1', '+')	molecular signature	molecular signature	5	1	5	0
('Lyz1', '+')	molecular signature	molecular signature	5	1	5	0
('int',)	None	None	0	1	0	0
('Ba',)	None	None	0	1	0	0
('Col13a1', '+')	molecular signature	molecular signature	5	1	5	0
('+', 'fib')	molecular signature	None	0	0	0	0
('Col13a1', '+', 'fib')	molecular signature	molecular signature	5	1	5	0
('myofib',)	None	None	0	1	0	0
('Col14a1', '+')	molecular signature	molecular signature	5	1	5	0
('Col14a1', '+', 'fib')	molecular signature	molecular signature	5	1	5	0
('fibromyo',)	None	None	0	1	0	0
('cerebrovascular',)	anatomical	anatomical	5	1	5	0
('alpha-SMA+endothelial',)	None	None	0	1	0	0
('blood-brain',)	None	None	0	0	0	0
('blood-brain', 'barrier')	None	None	0	1	0	0
('oncocytic',)	lineage	root	5	1	0	5
('pro-B-cells',)	None	None	0	1	0	0
('B-lymphocytes',)	None	None	0	1	0	0
('Natural-killer',)	None	None	0	4	0	0
('Trem2+Vcam1',)	None	None	0	1	0	0
('Trem2',)	molecular signature	None	0	0	0	0
('Trem2', '+')	molecular signature	molecular signature	5	1	5	0
('B-lymphoblastoid',)	None	None	0	1	0	0
('Tumour-induced',)	disease	disease	5	1	5	0
('facilitate',)	role	role	5	1	5	0
('oncogenesis',)	disease	disease	5	1	5	0
('other',)	None	None	0	1	0	0
('hand',)	anatomical	anatomical	5	1	5	0
('MDSC',)	None	None	0	1	0	0
('CD11b-XCR1',)	molecular signature	None	0	0	0	0
('CD11b-XCR1', '+')	molecular signature	molecular signature	5	1	5	0
('KRT5', 'expressing', 'basal-like')	molecular signature	molecular signature	5	1	5	0
('system-associated',)	None	None	0	1	0	0
('plexu',)	None	None	0	1	0	0
('PT',)	None	None	0	1	0	0
('scatter',)	None	None	0	2	0	0
('basal-like',)	None	None	0	1	0	0
('SPC+',)	molecular signature	molecular signature	5	1	5	0
('actDCs',)	None	None	0	1	0	0
('act',)	None	None	0	1	0	0
('act', 'macro')	None	None	0	0	0	0
('effector-memory',)	None	None	0	1	0	0
('T-follicular',)	None	None	0	1	0	0
('phase-Leukemic',)	None	None	0	0	0	0
('chronic', 'phase-Leukemic')	None	None	0	1	0	0
('crisis-Leukemic',)	None	None	0	1	0	0
('universal',)	None	None	0	1	0	0
('wilm', "'")	eponym	eponym	5	1	5	0
('chondro',)	anatomical	anatomical	4	1	4	1
('EC-Hema',)	None	None	0	1	0	0
('fap',)	None	None	0	1	0	0
('hema',)	None	None	0	1	0	0
('mesen',)	None	None	0	1	0	0
('.', 'mesen')	None	None	0	0	0	0
('PreChondro',)	None	None	0	1	0	0
('SkM',)	molecular signaling	molecular signaling	5	1	5	0
('teno',)	None	None	0	1	0	0
('FOXJ1high',)	molecular signature	molecular signature	5	1	5	0
('BEST4highciliahigh',)	molecular signature	molecular signature	5	1	5	0
('ciliahigh',)	None	None	0	1	0	0
('ciliahigh', 'ciliated')	None	None	0	0	0	0
('interferon-responsive',)	molecular signaling	molecular signaling	5	1	5	0
('response', 'FOXJ1high')	molecular signature	molecular signature	5	1	5	0
('secretory/deuterosomal',)	None	None	0	1	0	0
('oesophageal',)	anatomical	anatomical	5	1	5	0
('response',)	None	None	0	2	0	0
('neuroectodermal',)	lineage	lineage	5	1	5	0
('tibialis',)	None	None	0	1	0	0
('myo',)	None	None	0	1	0	0
('fibroadipogenic',)	None	None	0	1	0	0
('VIP+',)	molecular signature	molecular signaling	3	3	2	3
('tympanic', 'border')	anatomical	anatomical	5	1	5	0
('ibc',)	None	None	0	1	0	0
('repair',)	None	None	0	1	0	0
('cap-derived',)	None	None	0	0	0	0
('boundary', 'cap-derived')	None	None	0	1	0	0
('find',)	None	None	0	1	0	0
('hub',)	None	None	0	1	0	0
('iSCs',)	None	None	0	1	0	0
('neuromuscular',)	None	None	0	0	0	0
('neuromuscular', 'junction')	None	None	0	1	0	0
('CDX2-',)	molecular signature	molecular signature	5	2	5	0
('placenta-derived',)	lineage	lineage	5	1	5	0
('CDX2',)	molecular signature	None	0	0	0	0
('CDX2', '+')	molecular signature	molecular signature	5	1	5	0
('preganglionic',)	anatomical	molecular signaling	5	1	0	5
('progenitor-like',)	None	None	0	1	0	0
('portal-hepatic',)	anatomical	anatomical	5	1	5	0
('reactive', 'ductular')	anatomical	eponym	5	1	0	5
('DFPC',)	None	None	0	1	0	0
('SSC',)	None	None	0	1	0	0
('L-MPP',)	None	None	0	1	0	0
('UC',)	None	None	0	1	0	0
('hepatocarcinoma',)	disease	disease	5	1	5	0
('hUVEC',)	None	None	0	1	0	0
('hFLC',)	None	None	0	1	0	0
('NKC',)	role	role	5	1	5	0
('PB',)	None	None	0	1	0	0
('york',)	eponym	appearance	5	1	0	5
('carcinoma-1',)	disease	disease	5	1	5	0
('receptor-transduced',)	None	None	0	1	0	0
('M2c-macrophages',)	None	None	0	1	0	0
('deactivate',)	state	state	5	1	5	0
('granulocytic-Myeloid',)	None	None	0	1	0	0
('MYO7A+',)	molecular signature	molecular signature	5	1	5	0
('innervate',)	None	None	0	2	0	0
('utricular',)	anatomical	anatomical	5	1	5	0
('TGF-beta-driven',)	None	None	0	1	0	0
('Csf3r+/+',)	molecular signature	molecular signature	5	1	5	0
('tuberal',)	appearance	appearance	5	1	5	0
('telencephalic',)	anatomical	anatomical	5	1	5	0
('hAPs',)	None	None	0	1	0	0
('basal/intermediate',)	None	None	0	1	0	0
('Low-density',)	None	None	0	1	0	0
('LDG',)	None	None	0	1	0	0
('EpCAM+',)	molecular signature	molecular signature	5	1	5	0
('broncho',)	anatomical	anatomical	5	1	5	0
('TGNS',)	None	None	0	1	0	0
('Non-myelinating',)	None	None	0	1	0	0
('Melanoma-Associated',)	disease	disease	5	1	5	0
('CD49F+',)	molecular signature	molecular signature	5	1	5	0
('CD26', '+')	molecular signature	molecular signature	5	1	5	0
('CD24',)	molecular signature	None	0	0	0	0
('CD24', '+')	molecular signature	molecular signature	5	1	5	0
('thalassaemic',)	disease	appearance	4	1	1	4
('CD4.T.cells',)	molecular signature	root	5	1	0	5
('CD8.T.cells',)	None	None	0	1	0	0
('NK.cells',)	role	role	5	1	5	0
('EC.vei',)	None	None	0	1	0	0
('veinous',)	anatomical	appearance	5	1	0	5
('EC.glom',)	None	None	0	1	0	0
('EC.art',)	None	None	0	1	0	0
('vSMC',)	None	None	0	1	0	0
('Mes',)	None	None	0	1	0	0
('PTC',)	None	None	0	1	0	0
('DTL',)	None	None	0	1	0	0
('.', 'DTL')	None	None	0	0	0	0
('henle.atl',)	eponym	eponym	5	1	5	0
('ascend', 'thin')	None	None	0	0	0	0
('henle.tal',)	eponym	eponym	5	1	5	0
('CNT',)	None	None	0	1	0	0
('PC.CNT',)	None	None	0	1	0	0
('IC.A',)	None	None	0	1	0	0
('A-type',)	None	None	0	1	0	0
('IC.B',)	None	None	0	1	0	0
('B-type',)	None	None	0	1	0	0
('top',)	None	None	0	4	0	0
('cTFH',)	None	None	0	1	0	0
('switch',)	None	None	0	2	0	0
('non', 'switch')	None	None	0	1	0	0
('non-switch',)	None	None	0	1	0	0
('BFCNs',)	None	None	0	1	0	0
('BFPVNs',)	None	None	0	3	0	0
('hereinafter',)	None	None	0	2	0	0
('BFPVNs', 'hereinafter')	None	None	0	0	0	0
('synapsis',)	None	None	0	1	0	0
('BFCN',)	molecular signature	appearance	5	1	0	5
('somatostatin-',)	molecular signaling	molecular signaling	5	1	5	0
('choline-acetyltransferase-expressing',)	molecular signature	molecular signature	5	1	5	0
('SAN_P_cell',)	None	None	0	1	0	0
('RGPCs',)	None	None	0	1	0	0
('tecs',)	None	None	0	1	0	0
('IGFBP7hi',)	None	None	0	1	0	0
('Lin-Sca1-cKit+',)	molecular signature	molecular signature	5	1	5	0
('Lin-Sca1+cKit+',)	molecular signature	molecular signature	5	1	5	0
('HPCs',)	None	None	0	1	0	0
('Lin-Sca1+cKit+CD150+CD48-',)	molecular signature	molecular signature	5	1	5	0
('slam',)	molecular signature	molecular signature	5	1	5	0
('Granulocyte-macrophage',)	None	None	0	2	0	0
('CD11b+Gr1',)	molecular signature	None	0	0	0	0
('CD11b+Gr1', '+')	molecular signature	molecular signature	5	1	5	0
('opioidergic',)	molecular signaling	molecular signaling	5	1	5	0
('tumor-specific',)	disease	disease	5	1	5	0
('pre-alveolar',)	anatomical	developmental	5	1	0	5
('differentiation',)	developmental	developmental	5	1	5	0
('CCR7',)	molecular signature	None	0	0	0	0
('CCR7', '+')	molecular signature	molecular signature	5	1	5	0
('+', 'IL1R2')	molecular signature	None	0	0	0	0
('IL1R2', '+')	molecular signature	None	0	0	0	0
('FOXP3', '+', 'IL1R2')	molecular signature	molecular signature	5	1	5	0
('+', 'IL1R2', '+')	molecular signature	None	0	0	0	0
('keloid',)	None	None	0	1	0	0
('MR+',)	molecular signature	molecular signature	5	1	5	0
('CAII+',)	None	None	0	1	0	0
('(CATK)low',)	molecular signature	None	0	0	0	0
('cathepsin', 'K', '(CATK)low')	molecular signature	molecular signature	5	1	5	0
('multinucleated',)	None	None	0	1	0	0
('tooth',)	anatomical	anatomical	5	1	5	0
('SPCs',)	None	None	0	1	0	0
('LAG3-expressing',)	molecular signature	molecular signature	5	1	5	0
('supplementary',)	None	None	0	0	0	0
('Fig.',)	None	None	0	0	0	0
('4b',)	None	None	0	1	0	0
('supplementary', 'Fig.')	None	None	0	1	0	0
('Fig.', '4b')	None	None	0	0	0	0
('supplementary', 'Fig.', '4b')	None	None	0	0	0	0
('gene-3', '+')	molecular signature	None	0	0	0	0
('activation', 'gene-3', '+')	molecular signature	molecular signature	5	2	5	0
('LAG3', '+')	molecular signature	molecular signature	5	1	5	0
('ankylosing',)	disease	None	0	0	0	0
('spondylitis',)	disease	None	0	0	0	0
('ankylosing', 'spondylitis')	disease	eponym	5	2	0	5
('DPres',)	None	None	0	1	0	0
('eTregs',)	None	None	0	1	0	0
('B-positive',)	molecular signature	None	0	0	0	0
('granzyme', 'B-positive')	molecular signature	molecular signature	5	1	5	0
('erythroid-myeloid',)	None	None	0	1	0	0
